price,city_fuel_economy,engine_displacement,highway_fuel_economy,horsepower,mileage,year
14000,28,1800,36,132,27071,2017
12810,28,1400,40,150,29107,2017
15450,24,2500,33,178,77154,2017
14900,17,3600,25,305,52398,2017
19989,20,3500,27,284,39226,2019
16990,27,2000,32,146,44704,2017
15891,31,2000,40,158,43975,2017
17497,42,2000,38,188,14685,2018
18293,23,1500,34,181,40514,2019
18941,21,3500,28,260,48227,2017
16990,23,1800,34,170,32849,2017
18990,23,2000,30,245,44560,2017
19998,21,2000,26,164,20669,2017
18599,25,2500,32,170,35164,2017
18300,25,1400,33,153,11504,2017
12495,27,2500,38,182,42850,2014
17998,22,2400,31,180,52989,2019
12000,13,5400,18,310,221151,2013
17981,17,3600,25,283,41468,2019
15195,17,3600,25,283,69756,2017
18800,21,2400,31,182,79940,2017
18389,21,2400,27,185,26256,2017
14892,21,2000,26,200,47339,2016
19950,18,3500,27,290,88494,2015
18680,22,2400,29,185,29647,2019
10850,18,3300,24,276,116000,2016
18998,21,2400,25,185,47495,2017
14995,15,4000,19,239,159557,2007
11900,16,3600,23,281,134814,2015
16998,21,2400,25,181,33082,2017
13800,21,2400,29,190,47279,2013
12498,31,1600,39,109,40009,2019
15995,23,1600,30,181,68000,2015
14995,17,3600,24,281,103406,2014
18995,27,1500,36,160,27203,2017
13990,22,2500,27,170,29896,2015
13197,25,2000,30,161,37650,2019
19625,22,2000,33,250,36449,2016
11850,22,2400,31,180,92507,2015
12995,21,2000,32,245,104063,2017
14850,29,1800,37,124,34237,2019
14995,26,2500,33,170,38835,2016
11499,25,2500,36,196,54257,2015
19259,17,3600,25,283,38357,2018
12990,16,3000,23,225,66951,2004
13500,21,3500,31,268,79878,2014
18200,28,2500,39,188,28633,2019
13999,20,3500,29,280,68332,2012
17997,24,1400,30,138,42209,2018
15900,27,2500,39,182,37575,2017
17497,25,2400,31,185,56497,2016
16963,17,3600,25,283,37536,2017
10787,22,2400,30,185,110735,2012
15933,22,1800,30,170,22985,2017
19277,25,2500,31,187,42459,2019
15993,16,3500,22,266,115679,2011
17799,24,2500,33,178,17657,2017
12799,24,1600,30,130,28016,2016
12599,27,1600,37,120,24304,2018
15865,27,2500,39,182,37027,2017
19000,20,2000,27,245,26541,2017
13450,15,3800,19,202,145779,2008
17444,19,3500,27,273,93163,2015
14555,28,2000,37,147,18275,2019
18485,29,1500,36,160,37715,2019
19000,24,2400,34,185,41763,2018
16494,16,3600,23,288,94876,2013
19307,21,2400,28,185,35033,2017
15154,28,1800,35,132,25988,2018
15000,23,2000,30,245,60428,2017
14790,21,2000,31,245,80609,2017
14950,30,2000,41,155,46366,2016
15999,28,2000,37,155,28873,2017
13990,19,3700,31,305,73936,2014
13700,20,2400,27,190,67051,2014
18999,23,2000,30,245,19164,2017
12999,28,1800,36,132,38936,2017
14495,17,3500,25,365,96496,2014
13495,22,2000,34,240,32121,2014
15640,25,1600,31,181,60035,2014
15889,26,2400,34,189,44108,2017
14700,23,2000,33,240,59883,2013
17342,17,3600,24,281,72332,2014
19999,21,2400,29,185,26626,2016
18999,17,3600,25,283,38124,2019
17900,43,2000,41,188,26482,2017
16998,26,2500,33,170,37983,2017
14994,27,2500,39,182,16130,2017
18995,26,2400,34,189,34380,2017
12500,19,3700,29,305,107444,2014
12650,27,2500,39,182,82706,2017
15395,29,2000,40,147,13114,2020
19585,20,2000,27,240,61843,2017
18640,27,1500,36,160,29028,2017
13500,16,3600,23,288,132609,2012
17997,25,2000,30,161,30567,2019
18995,26,1400,31,138,32859,2017
17995,27,2400,36,185,72714,2017
14597,30,1800,38,139,27576,2020
15979,23,2000,34,245,32646,2017
15995,27,2500,39,182,15369,2017
11490,22,2000,30,240,93556,2014
14690,28,1800,35,132,38285,2018
17995,23,2500,30,176,37074,2017
14891,21,2000,32,245,60750,2018
14214,19,2000,27,259,102346,2014
19998,21,2400,29,180,16803,2017
16777,21,2400,27,185,61897,2017
10500,22,2500,26,170,63677,2011
16958,27,2500,38,179,64956,2018
13600,29,1800,37,130,18122,2017
17995,20,2800,27,181,153069,2016
19998,25,2000,32,141,16940,2019
11299,16,4300,23,290,101015,2005
14990,29,1400,40,153,38270,2018
19950,25,1400,30,138,16879,2019
19980,15,5300,21,320,121588,2013
17599,22,2500,28,176,67742,2018
15495,27,2400,36,185,70382,2017
18444,17,3600,24,290,91726,2015
18998,29,1500,36,160,36416,2019
11900,14,6000,19,367,208413,2007
13447,29,1800,37,124,30886,2019
18995,19,3600,30,305,58378,2015
16900,23,2000,30,245,45643,2018
14995,23,2500,32,168,80249,2016
19500,24,2500,31,187,34589,2017
13509,28,1400,40,150,39108,2017
13983,21,2000,32,245,40243,2017
11999,17,3600,25,283,100000,2018
15995,19,2500,23,152,28157,2013
18500,19,3600,31,292,81024,2015
13998,40,2500,39,200,96847,2013
17830,19,3300,26,290,52796,2019
14900,28,1400,40,150,37325,2017
18900,25,2000,30,161,14150,2018
18977,21,2400,29,180,34330,2017
16999,15,4000,20,261,97625,2015
11156,23,2400,34,192,94187,2015
17997,43,2000,41,188,34313,2019
10250,22,2400,26,172,99429,2017
18037,25,1400,30,138,10311,2020
11600,23,2400,31,185,131204,2012
12995,27,2000,36,148,93499,2013
11497,17,3000,24,260,82391,2010
17995,14,5700,20,360,130026,2014
17990,14,5400,20,320,96964,2010
18980,24,2500,33,178,21517,2017
12490,17,3000,25,230,68288,2010
16989,19,3500,26,260,75778,2015
18698,21,2000,27,245,350031,2019
19760,27,2000,31,144,30388,2018
13950,31,1600,39,109,26229,2019
10888,17,2000,24,227,99883,2005
14900,20,2500,28,169,69041,2014
14970,20,2000,26,200,46184,2015
19950,13,5700,19,360,142063,2011
15611,32,1500,38,130,34149,2016
17999,27,2000,34,147,10812,2020
12490,23,2000,32,240,61644,2014
18999,55,1800,53,121,52997,2017
13590,28,1400,38,150,13870,2017
16500,28,1400,37,153,48205,2017
11995,17,3600,25,283,65000,2016
10700,22,2500,31,170,33792,2014
14999,28,2000,37,147,33319,2018
16500,30,2000,40,147,11532,2019
11995,15,3500,20,250,152887,2011
16495,27,2400,36,185,78355,2014
19300,20,2400,26,185,45149,2017
18995,24,2400,35,185,47003,2016
14477,28,1800,35,132,41160,2019
14988,28,1800,35,132,43414,2018
15975,24,2000,26,131,53400,2015
12277,21,2000,32,245,85172,2017
17460,27,2400,36,185,15206,2017
18995,42,2000,38,188,11000,2017
10995,16,4600,22,300,52255,2005
12995,18,3500,25,266,108911,2012
12922,24,2000,30,148,95612,2015
18893,14,5000,19,360,115880,2013
19953,28,2500,39,203,74600,2018
11994,25,2500,32,184,109433,2015
12337,19,3500,27,285,93277,2014
11995,19,3500,26,290,73453,2013
15000,21,3200,29,271,88953,2016
19200,25,2500,32,170,34754,2019
19995,16,3600,23,305,105316,2014
16688,27,1800,31,141,68925,2017
17598,20,2000,23,200,49128,2017
14999,21,3500,31,268,99648,2013
11800,29,1400,41,153,57959,2016
19499,49,2000,47,212,14758,2017
16599,28,1400,37,153,21084,2017
10544,27,3300,25,270,123981,2008
14550,18,3200,23,270,100940,2012
10990,18,3500,25,266,136985,2013
11599,19,2400,31,182,63550,2012
19600,22,2000,33,240,58330,2014
16998,25,1400,33,153,20041,2017
14000,17,3600,25,283,78291,2017
19995,22,2000,27,184,51835,2018
14000,30,1800,39,143,57203,2015
17977,20,2000,26,200,24380,2016
16699,24,2000,30,141,28253,2017
14295,40,2000,36,195,42134,2014
18998,25,2500,32,170,33317,2019
18991,17,3600,25,283,34432,2019
16975,30,1400,40,153,22528,2017
10981,24,2400,35,198,68408,2013
15997,18,3500,27,248,76016,2013
11925,22,2500,31,168,53313,2015
16991,21,2400,28,185,26165,2017
16563,20,3700,29,328,95512,2015
11995,21,2400,28,180,107649,2011
18700,28,2500,39,203,37000,2018
16962,19,3600,28,305,62014,2017
14640,22,2400,30,185,107438,2013
19915,36,700,33,170,45144,2018
16900,27,1500,36,160,31961,2017
13695,23,1600,30,181,46599,2013
18999,28,2500,39,188,32437,2019
19900,19,3500,26,284,62299,2018
15290,25,2500,32,170,61966,2016
18995,25,2000,30,147,19177,2019
14630,27,2400,36,185,46903,2015
18500,22,2500,29,197,36393,2017
18993,25,1500,28,152,27068,2019
13988,18,3500,27,248,134540,2013
15595,18,3600,28,304,77221,2016
16986,19,3700,30,305,36587,2014
17998,26,1600,31,130,13694,2019
14800,17,3500,23,290,97171,2013
16798,31,1500,40,174,33625,2017
13995,27,2500,39,182,62558,2017
16495,16,4000,20,236,175127,2009
16998,17,3600,25,283,35600,2019
10999,20,3500,29,280,92272,2012
16998,12,3600,18,283,30627,2019
13998,22,2400,32,182,58637,2015
18995,18,3500,26,288,31994,2019
15500,17,3600,25,305,81061,2015
13995,30,1800,39,143,52871,2015
17250,19,3600,28,305,45502,2018
15995,28,1800,34,141,39590,2017
11967,21,2000,30,259,77961,2016
14995,29,2000,34,146,29381,2017
11700,17,3500,22,270,173300,2012
18199,28,1800,35,132,47096,2019
19623,58,1800,53,121,31067,2017
19999,22,2400,30,180,40145,2019
14987,17,3500,23,287,124751,2013
15677,25,2000,30,161,22621,2018
18500,19,3600,30,323,57570,2014
18999,20,2000,29,245,43581,2019
15998,31,2000,40,158,27231,2017
15995,18,3200,25,271,105098,2014
16264,25,2000,30,161,30552,2017
15950,26,2400,35,185,74398,2015
17995,18,3500,25,250,81650,2013
18990,27,2000,31,144,32773,2018
17886,25,2500,34,175,34859,2017
12695,19,3500,27,285,84537,2012
17993,26,1600,32,175,54473,2017
13777,27,1500,36,160,99264,2017
13995,24,1400,31,138,41276,2016
10988,34,900,39,89,14888,2016
18988,20,2000,29,245,32059,2019
16495,27,2000,35,152,69799,2017
15988,13,5700,19,395,184273,2013
10988,26,2000,36,160,36891,2017
18800,20,3500,28,290,79881,2014
16299,20,2400,25,172,59618,2017
13980,28,1600,37,130,17602,2019
19499,26,1500,32,170,28990,2019
10495,23,2400,28,172,87992,2014
17900,18,3600,28,287,60264,2017
13500,20,2000,31,274,96004,2015
10395,17,3600,24,288,135780,2012
17750,25,2000,30,147,39832,2019
14984,17,3700,23,305,74422,2014
11488,19,3000,25,240,67600,2011
15805,23,2000,30,245,49363,2017
19921,28,2500,39,188,40252,2019
11900,31,1600,39,109,42009,2018
10990,34,2400,39,206,43106,2012
19899,25,2500,32,170,31555,2017
19737,24,2500,33,178,33714,2017
18990,26,2000,33,148,47661,2017
12999,21,2000,32,245,20996,2017
13994,30,1400,40,153,24527,2017
12499,21,1800,31,201,107787,2012
14995,13,6000,17,395,104195,2007
13399,25,2400,36,185,35520,2017
16700,17,3500,23,287,68780,2014
17995,27,2500,39,182,27468,2017
14790,14,4700,17,276,151190,2008
19990,22,2400,26,181,12885,2020
17000,31,2000,40,158,29945,2017
13000,31,1600,36,125,27961,2018
17600,24,1400,30,138,24060,2017
15995,22,2000,28,245,61724,2017
19499,31,2000,40,169,13826,2020
16623,31,1500,42,174,46538,2016
12995,28,1600,38,130,30308,2019
13598,42,2000,38,188,34419,2017
18999,28,2500,39,188,16500,2019
14322,27,2500,39,182,74741,2016
17858,12,3600,18,283,46457,2019
16000,19,3700,30,305,46712,2014
19991,12,3600,18,283,34270,2019
12995,21,2000,32,245,64049,2017
18595,17,3600,25,283,46134,2019
16911,22,2500,29,176,71302,2014
16900,26,2500,35,184,38360,2018
14500,21,2000,28,240,72797,2016
15848,43,1500,42,149,28682,2017
10995,29,1800,37,130,110799,2017
18992,18,3600,28,287,102893,2017
11895,29,1800,38,132,109224,2016
14995,29,1400,38,153,23060,2017
15150,19,3500,26,260,68258,2016
17990,24,2500,33,178,36891,2017
19495,28,2000,38,152,11163,2019
19500,20,2000,23,200,11596,2017
18928,26,1400,31,153,26778,2017
12990,41,2000,38,188,64507,2017
12999,13,4600,18,335,128100,2012
10882,22,2500,29,170,70395,2012
13687,25,1800,38,170,43635,2016
18199,24,2000,30,141,34156,2017
12995,18,3500,25,290,168256,2012
19200,26,1500,32,170,34301,2018
17500,18,3600,28,305,28247,2019
10800,15,5700,23,300,92690,1996
17995,21,2400,25,185,29926,2017
13795,29,1400,38,153,61900,2017
11999,23,2000,33,240,66125,2013
16998,31,2000,40,158,43118,2017
15988,26,1600,31,188,35708,2015
13495,30,3500,28,295,152193,2012
13890,31,1600,39,109,33980,2019
19509,20,2000,29,245,29843,2018
14995,32,1500,42,174,13614,2017
17191,17,3300,23,290,44496,2016
19990,17,3600,25,283,17818,2018
14900,18,3500,25,303,97375,2010
14998,25,2000,30,161,33600,2019
15899,18,3500,24,270,113266,2013
15999,24,2500,32,170,61626,2015
17988,25,1500,28,152,23753,2019
11491,22,2400,32,182,21815,2014
12977,17,3600,25,283,79965,2015
14975,21,2000,26,200,17885,2016
18987,18,3600,28,305,41110,2019
15965,17,3600,24,288,83820,2014
16990,24,2400,29,166,44060,2018
12199,30,1400,40,147,31647,2019
18999,28,2500,39,188,33042,2019
15149,21,3200,29,271,84051,2016
14990,28,1400,34,138,46626,2016
10000,21,2400,27,172,48754,2015
11731,23,2400,36,184,73192,2015
17990,22,1800,30,170,83686,2017
18991,14,5400,18,320,140000,2010
16988,22,2400,29,181,15214,2017
17759,24,2400,34,185,30473,2017
17495,24,1500,30,170,47875,2018
13410,16,3500,21,268,76588,2010
16490,22,2000,28,245,41245,2017
19393,28,2500,39,203,33580,2019
13980,26,1600,31,188,57199,2016
17998,30,1800,38,139,17645,2020
16995,23,2000,34,245,37172,2017
11500,23,2000,28,250,114119,2014
13299,25,1400,33,138,25965,2017
12995,15,5000,21,360,134190,2011
14999,25,1400,33,138,37102,2018
11800,22,2400,32,182,124958,2016
16990,29,1500,36,160,31991,2019
19575,25,2500,34,175,25749,2018
16990,24,2500,33,178,27613,2017
14998,21,2400,29,180,90916,2016
19289,43,1500,42,149,12301,2017
19966,24,2000,31,241,46314,2015
12995,16,4000,20,236,195491,2006
12634,28,1800,36,137,80958,2017
15995,24,2400,34,185,37649,2017
14900,25,2000,30,161,40769,2018
17995,29,1400,40,153,31461,2018
17000,20,2000,28,200,68431,2015
10000,27,2500,38,182,93121,2015
17500,17,3500,23,287,69959,2015
18999,25,2400,31,185,45092,2016
17590,29,1500,36,160,37710,2019
15865,26,2400,35,189,93922,2016
16990,25,2500,32,170,72348,2015
16895,25,1400,30,138,35774,2019
13919,31,1600,39,109,38137,2019
14934,17,3600,24,281,128621,2015
11990,21,2500,27,170,91436,2011
13995,16,3600,23,281,96680,2013
15995,17,3600,25,283,81107,2018
16947,23,2000,34,245,46148,2018
17597,29,1500,36,160,16698,2020
18498,54,1800,50,121,52602,2016
13495,22,2000,31,240,86917,2016
16800,22,2500,29,176,45290,2014
18675,16,3000,22,333,95515,2013
17351,25,2500,33,175,80401,2016
11999,15,4800,23,360,113000,2006
13436,28,2000,37,147,25025,2018
16498,25,2500,35,178,21038,2015
18800,22,2400,31,180,40363,2018
10995,30,2000,40,140,73555,2013
17389,25,2000,36,174,29335,2018
17999,15,3600,22,281,85127,2016
13600,26,1400,34,138,28817,2019
14998,31,1500,42,174,59387,2016
13990,21,3200,29,271,39563,2016
18991,22,2000,25,164,41471,2019
19973,22,2500,29,176,48429,2016
13994,29,2000,38,147,25209,2018
13000,29,1800,37,124,37889,2019
15000,31,2000,40,158,31334,2017
15998,21,2400,27,172,53176,2015
11998,24,1400,35,138,24429,2016
10094,16,3600,23,290,159546,2011
17990,23,2000,28,250,51393,2016
17900,22,2500,29,197,66207,2017
13991,29,1800,37,124,34274,2019
16500,12,6200,18,403,118780,2008
16995,25,2500,32,170,56457,2016
16980,21,2400,28,185,27505,2017
10999,22,2400,32,182,69582,2016
19990,17,3500,24,290,89522,2015
11491,16,4000,21,236,155245,2006
12995,27,1500,37,160,76973,2016
16548,25,2400,36,185,49369,2017
10000,19,3700,31,305,134014,2011
18250,25,2500,31,187,29455,2019
17495,22,2000,33,240,35174,2016
12680,19,3000,28,300,93375,2011
16488,15,6200,21,403,125246,2011
11794,30,2000,40,140,82277,2014
13197,28,1800,35,132,46939,2018
17779,20,2000,30,272,66780,2014
14790,21,3500,31,268,121637,2014
15995,26,2500,33,170,34312,2017
16895,28,2000,38,152,17217,2019
12426,20,2000,28,211,111628,2013
16989,29,1800,37,124,34035,2019
18761,17,3700,23,305,67434,2013
16999,21,2000,26,164,60684,2017
15711,27,1500,36,160,41597,2018
11995,20,2400,27,166,54000,2009
18988,17,3500,24,290,78546,2014
19980,17,3700,24,325,60196,2017
13995,17,3600,25,283,74259,2015
11500,30,1400,38,98,26261,2019
12526,29,2000,33,160,109605,2014
13599,29,2000,38,147,32979,2017
11495,24,2000,31,164,102911,2016
18500,21,2400,29,180,37949,2017
13487,23,2000,32,240,60381,2016
19886,20,2400,28,182,21572,2017
19995,21,2000,31,245,40757,2017
18700,28,2500,39,203,29623,2019
13288,28,2000,37,147,41913,2017
18850,27,1500,36,160,19887,2017
11989,21,2000,26,200,59714,2014
13494,25,1400,33,138,17151,2018
17995,16,3600,23,281,74548,2015
18000,22,2400,31,180,12806,2018
11777,16,3600,23,301,112603,2016
19960,20,2000,29,245,35964,2019
17798,21,2400,28,185,31897,2017
16618,26,2500,37,182,40670,2017
13351,21,3500,31,268,73109,2014
10991,23,2500,28,170,66367,2013
15987,26,2500,35,184,13521,2017
16425,27,1400,33,138,43789,2018
18995,17,3600,25,283,48530,2014
16000,23,2000,30,245,42347,2018
18345,20,2000,27,245,39622,2017
19932,18,3000,27,230,71655,2013
16888,20,2400,26,185,38097,2017
14691,19,2400,25,173,64954,2017
17890,24,2000,30,141,40707,2019
17790,23,2000,34,240,42915,2014
18991,17,3300,23,290,31210,2016
16995,17,4400,25,445,103505,2015
16998,25,1500,28,152,27676,2019
12477,25,1600,30,188,105313,2014
18991,23,2000,30,245,30726,2019
17995,20,3500,27,248,74805,2014
14877,43,2000,41,188,29698,2019
14900,22,2000,34,240,17394,2016
12995,20,2400,26,172,61293,2016
12988,18,3500,27,288,60413,2017
16995,29,1800,38,132,50817,2016
16418,23,1500,34,181,33871,2019
17943,24,2000,30,141,32499,2017
13995,17,3500,25,355,56387,2011
16820,20,2000,24,200,21914,2017
11991,30,1400,42,153,30250,2016
19988,17,3600,25,283,44229,2018
16000,24,2500,32,170,68354,2015
11678,26,1600,36,137,42974,2017
17997,31,1500,40,174,18669,2017
15900,30,2000,40,147,11442,2019
19991,29,1500,36,160,39431,2019
16994,22,2000,29,245,46887,2017
18894,24,2500,33,178,24004,2017
10995,20,2400,29,182,116589,2016
13977,22,2400,26,172,69296,2017
19692,26,2500,32,170,52250,2017
13395,20,3500,27,260,90778,2015
10495,16,3600,23,280,112038,2011
16998,26,2500,33,170,45078,2019
12795,25,2000,30,161,43728,2019
15500,20,2000,23,200,55212,2017
17662,27,2400,37,185,49429,2016
17875,17,3600,24,290,71049,2015
13991,29,1800,37,124,30014,2019
19000,19,3500,26,284,78883,2017
18999,28,1800,35,132,26729,2019
12999,29,1800,37,132,36325,2015
14328,32,1500,38,130,30799,2016
14998,29,1800,38,132,26964,2016
17995,31,2000,40,158,22685,2018
15995,16,3600,23,288,87216,2014
17226,12,3600,18,283,37747,2019
17992,23,2000,29,166,17775,2018
15482,24,2400,33,185,50895,2019
12898,28,2000,37,147,32724,2018
19795,25,2400,35,201,48671,2018
13988,30,2000,41,155,45722,2016
19542,28,3500,34,360,79245,2016
17298,25,2000,32,189,34689,2017
15995,22,2500,32,202,80827,2016
15987,25,1400,33,138,39587,2017
19933,21,2000,27,184,18569,2018
14995,23,2400,28,168,35000,2017
17995,15,4000,21,261,91059,2017
12998,27,1600,37,120,24782,2019
12990,20,2400,26,172,99743,2016
14491,22,2000,33,240,67714,2013
12368,28,1800,37,132,64848,2015
18995,55,1800,53,121,55056,2017
16950,17,3500,24,290,131441,2013
15750,30,2000,40,147,40146,2019
15984,28,2500,39,188,38926,2019
15588,23,2000,34,245,34377,2017
14999,13,5700,17,381,150254,2010
14500,28,1800,35,132,24864,2018
19952,25,2400,31,185,45152,2016
17798,17,3600,25,283,40318,2019
17458,30,1800,38,139,29328,2020
18999,28,1800,35,132,30346,2019
10988,12,5400,17,310,179698,2010
13250,25,1400,33,138,50465,2018
12999,19,3000,28,300,101437,2011
18760,20,2000,27,245,42514,2017
14799,23,1800,34,170,50352,2017
18991,12,3600,18,283,44043,2019
15850,18,2700,21,159,120884,2013
13899,23,1400,30,138,53504,2014
14950,31,2000,40,158,74208,2018
10989,27,2500,38,182,85644,2014
13000,17,3600,25,283,101084,2017
16500,28,2500,39,188,22014,2019
17995,26,2400,34,189,38609,2017
12995,17,3500,24,250,119900,2012
13900,22,2000,34,240,59847,2015
17984,26,2500,33,170,34841,2019
16250,24,2500,32,170,70000,2014
19698,17,3600,25,283,45098,2019
11200,15,5300,21,320,192722,2013
18997,13,6200,20,403,111018,2010
16997,17,3600,25,283,23681,2019
17388,24,2400,32,185,27876,2020
17500,22,2400,30,180,23132,2018
18462,17,3000,24,241,74015,2014
16000,22,2000,30,240,62942,2015
16500,15,5300,21,320,149000,2013
14495,23,1800,34,170,70289,2017
15800,28,1800,35,132,31116,2019
13999,25,1800,38,170,30096,2016
15250,19,2400,25,190,69568,2016
15968,23,2500,30,176,55124,2017
14897,26,1500,29,152,15693,2020
15995,27,1500,36,160,50609,2018
18481,23,2000,30,245,31285,2017
18597,18,3000,28,310,119516,2013
19977,20,3300,29,293,47209,2016
14714,28,1800,35,132,97957,2019
15998,28,2000,37,147,31788,2019
19990,26,2500,33,170,39531,2018
13650,28,2000,37,147,27492,2019
17990,26,2400,35,185,37957,2019
10991,24,1600,30,130,60839,2016
13498,18,3500,24,270,131580,2012
14998,29,1800,37,124,33059,2019
14900,27,1500,36,160,64061,2018
16663,31,2000,41,158,40374,2016
10000,18,3600,27,304,119574,2011
14987,25,2500,37,184,68712,2015
17999,23,2000,30,245,26549,2017
10500,14,4600,19,248,138000,2009
14988,25,1600,30,130,35591,2017
17300,16,3600,23,288,106186,2015
16995,16,3600,22,288,102589,2015
15940,25,1400,33,138,11224,2017
19000,19,2500,25,265,56559,2012
15999,17,3600,25,283,36739,2019
17963,12,5000,17,375,176000,2012
19988,23,2500,29,187,76123,2017
11944,27,2400,36,185,72125,2013
13495,14,5400,18,320,128902,2010
11950,27,2400,36,185,137697,2013
18800,15,3600,22,281,56902,2017
15688,28,2000,37,155,41128,2017
13500,16,3600,23,281,102031,2013
13995,28,1800,35,132,55958,2018
13095,27,1500,36,160,43078,2018
17399,28,2500,39,188,29784,2019
10495,18,3600,30,300,86057,2015
12457,30,2000,40,140,51940,2014
17995,13,6200,20,403,114000,2010
16500,29,1500,36,160,20544,2020
19998,26,2500,35,184,27026,2017
14990,27,1000,29,123,31234,2018
18998,54,1800,50,121,42864,2017
14998,23,2000,34,245,79123,2017
17885,25,1400,33,138,39457,2017
17938,21,3500,31,268,45618,2015
17590,24,2000,30,148,24858,2019
16995,19,2400,25,173,21116,2018
16979,21,2000,32,245,30144,2017
12999,14,4800,19,302,123467,2011
10995,17,3600,25,283,94737,2012
14496,26,2500,33,170,83764,2018
14991,18,3500,24,265,85860,2013
10495,25,2000,30,161,86500,2017
19999,15,6200,21,403,100003,2012
14777,25,2400,36,185,49856,2017
10995,25,2500,35,178,76400,2014
13995,17,3500,24,250,137169,2014
14400,31,1600,39,109,34229,2019
16900,28,3500,35,360,113480,2014
10985,26,2000,38,160,79722,2016
11363,30,2000,40,140,53606,2012
16895,22,2500,29,176,60134,2015
10161,27,2500,38,182,95438,2013
13995,14,5400,18,320,148832,2010
17384,27,1800,31,141,37324,2018
15399,25,1800,34,170,49898,2016
15950,23,2000,30,245,31073,2017
19007,27,2400,36,185,35487,2017
11654,22,2500,27,170,81640,2015
14991,12,5600,19,317,114796,2014
10880,28,1800,39,140,74992,2012
10995,15,3500,20,244,104343,2008
11750,26,2500,36,175,91536,2016
14791,27,2400,34,185,99403,2015
15998,28,1800,35,132,34937,2019
15988,21,2400,29,180,69206,2017
11495,18,3600,25,256,142779,2012
14500,14,6000,20,366,144000,2009
16993,22,2400,30,180,34260,2017
11270,26,1800,39,145,28445,2016
16500,21,2500,29,168,39203,2017
19881,26,2400,34,185,18656,2017
14497,21,3500,28,260,71209,2016
19275,16,3000,23,300,63725,2013
18300,22,2500,29,176,52878,2014
14787,28,2000,37,155,17865,2017
16000,25,2500,35,178,39678,2016
13995,25,1600,30,121,69804,2016
16998,27,1400,33,138,28579,2018
10495,13,5400,18,310,177347,2012
11358,30,1400,42,153,80426,2016
17888,22,2400,30,185,72148,2014
15700,26,2400,35,185,21648,2019
17292,27,1000,29,123,13630,2018
12996,19,3700,31,305,77238,2014
11999,21,2000,29,211,85558,2011
15777,24,2500,32,170,71811,2014
17998,43,2000,41,188,37499,2017
16900,14,5700,20,390,143100,2011
17574,22,2400,31,180,25255,2019
18999,22,2000,25,164,40804,2019
15211,21,2000,30,220,94969,2015
15905,21,2000,26,164,31728,2017
15490,28,2500,39,188,37769,2019
12000,21,2400,29,191,90584,2013
10301,21,2400,28,180,124789,2010
13984,20,3500,27,260,69153,2015
18977,14,5400,18,320,101689,2010
14485,22,2000,31,240,68548,2016
18798,24,2000,31,241,79467,2015
12950,29,1800,38,132,76847,2016
13795,25,1400,33,138,34210,2018
12995,14,5700,20,360,130214,2011
18995,24,2400,35,185,27061,2016
10995,26,1400,38,138,116539,2014
15247,23,2000,30,245,52515,2017
18163,22,2500,28,176,29461,2017
15715,27,1600,33,188,32862,2017
12788,20,2400,26,172,76285,2016
18842,26,2000,33,148,45621,2017
15335,29,2000,37,147,33782,2018
12995,18,3600,27,305,124919,2014
12995,27,2500,39,182,102537,2016
12874,27,2400,37,185,88247,2016
17900,43,2000,41,188,32304,2019
15976,19,3600,31,300,56382,2014
17929,18,3500,25,270,117742,2014
16900,14,5600,20,400,154359,2012
16995,17,3600,24,281,92932,2015
14995,13,6000,16,345,82275,2006
16999,19,3700,30,305,25000,2014
10200,20,2400,29,182,54356,2010
13495,21,2000,31,272,113112,2013
15891,22,2500,29,170,54369,2016
18990,17,3600,23,280,74875,2015
12995,14,6000,20,367,182790,2009
10500,30,2000,40,140,64407,2013
15499,29,1800,37,124,39958,2019
11999,20,3000,29,300,126423,2011
19715,15,3600,22,281,34620,2017
15123,21,2000,30,250,33481,2016
12990,16,3700,21,300,130412,2010
16690,28,1400,38,150,19778,2018
18690,54,1800,50,121,29056,2017
16997,16,5000,23,385,74574,2012
16380,22,2000,28,245,31843,2018
10036,16,3500,22,250,179653,2011
13777,17,3500,22,270,76796,2008
15697,27,2500,39,182,50520,2017
17888,17,3500,24,290,68178,2014
13841,22,2000,30,240,78378,2014
11364,24,2000,36,240,90732,2015
17407,31,2000,40,158,26512,2017
14775,28,2000,37,147,41932,2019
12998,27,1600,37,120,26545,2019
18738,26,2000,30,252,38955,2019
16650,49,2000,47,212,87572,2017
18995,16,3500,23,290,104693,2017
18698,43,1800,39,134,60370,2017
18998,21,2400,25,185,22874,2017
11798,19,3500,28,248,180829,2014
13495,23,2000,35,160,74679,2014
13298,22,2000,29,245,76175,2017
17200,28,2000,37,147,33771,2019
18793,17,3600,25,283,32056,2018
11777,22,2000,34,240,95151,2016
18900,19,3500,28,248,58924,2014
18999,14,6400,23,470,165909,2012
18000,27,2500,37,188,48428,2019
17250,26,2400,34,189,40842,2017
18572,17,3600,25,283,28877,2019
10000,22,2000,33,240,91784,2014
12795,19,3000,25,258,78851,2012
16400,19,3500,26,306,141431,2013
16999,20,2000,28,240,77499,2013
10866,24,2000,32,161,59300,2018
11184,18,3500,25,285,102589,2012
17500,30,1500,36,180,35000,2017
16490,13,4700,19,310,111575,2011
19988,16,3600,22,288,90237,2015
13999,19,3600,31,292,56374,2012
15950,19,3500,28,268,58188,2012
10656,24,2500,32,170,122923,2014
